Team,Competition,Name,DoB,Age,Nationality,MOP
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,SAFITRA RAMADAN UDU,1/5/00,26,Indonesia,828
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,SANDI,9/21/92,33,Indonesia,1013
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,WAHYU JATI NUGROHO,12/13/00,25,Indonesia,223
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,yehezkiel marten sawery,7/19/98,27,Indonesia,52
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,YUKI TAKATOKU,2/18/95,31,Japan,615
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,CATUR BIMA RAMADANI,4/24/06,20,Indonesia,0
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FAUZI,4/11/06,20,Indonesia,0
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,AMIRUL AMIN FISABILILLAH,11/25/06,19,Indonesia,2261
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,I KOMANG ARYANTARA,4/1/05,21,Indonesia,90
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,KAKA REDA DEPRIADI,1/23/05,21,Indonesia,381
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MESHAAL HAMZAH BASHIER OSMAN,1/25/05,21,Indonesia,854
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RASHA ALFANORIZKILLAH EFENDI,5/25/06,20,Indonesia,48
DELTRAS FC,PEGADAIAN CHAMPIONSHIP 2025-26,RAFLY JUNIAR DWI UDAYANA,6/23/07,18,Indonesia,33
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL ROHIM,4/6/92,34,Indonesia,0
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,ANDRE OKTAVIANSYAH,10/23/02,23,Indonesia,267
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,DERRY RACHMAN NOOR,12/15/94,31,Indonesia,345
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,DIANDRA DIAZ DEWARI,2/1/04,22,Indonesia,743
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,DIAS ANGGA PUTRA,5/6/89,37,Indonesia,1419
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,EZECHIEL NDOUASEL,4/22/88,38,Chad,1853
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,IKRAM AL GIFFARI,1/6/06,20,Indonesia,1674
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MHD IKHSAN CHAN,5/1/04,22,Indonesia,524
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MIKHAILO PETROVICH KALUGIN,11/20/94,31,Kyrgyz Republic,1567
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MIRZA ZAKARIA,9/17/04,21,Indonesia,390
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD SYUKRON,2/24/97,29,Indonesia,733
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD BIMASAKTI ANDIKO,12/10/96,29,Indonesia,756
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FADLY,12/14/04,21,Indonesia,399
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD HAMZALY,7/11/96,29,Indonesia,262
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD INDRA FERI FARONI,3/28/01,25,Indonesia,2218
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RIZKY YUSUF NST,7/16/97,28,Indonesia,979
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ZAHID AMEL,3/9/00,26,Indonesia,0
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,NANDA MAULANA,12/27/01,24,Indonesia,0
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,OKY KHARISMA,4/3/00,26,Indonesia,780
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,RAGIL DIMAS TRI PRASETYO,8/31/02,23,Indonesia,1672
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,RAMADHAN,9/1/01,24,Indonesia,1851
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,RENAN DA SILVA,1/2/89,37,Brasil,1804
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKI HIDAYAT,7/3/97,28,Indonesia,381
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,SALDI,3/9/95,31,Indonesia,2142
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,SUNNI HIZBULLAH,3/11/94,32,Indonesia,1016
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,TEGAR HENING PANGESTU,6/12/93,32,Indonesia,872
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,FARHAN FADILLAH,11/20/05,20,Indonesia,315
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,M. FARHAN SAVIOLA,5/5/06,20,Indonesia,181
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD HAMKA HAMZAH,1/17/06,20,Indonesia,114
FC BEKASI CITY,PEGADAIAN CHAMPIONSHIP 2025-26,PUTRA QADAFI,8/11/06,19,Indonesia,418
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ADITTIA GIGIS HERMAWAN,5/22/99,27,Indonesia,2117
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,AGUS NOVA WIANTARA,11/29/92,33,Indonesia,914
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD BIRRUL WALIDAIN,12/14/95,30,Indonesia,735
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ALDHILA RAY REDONDO,3/19/96,30,Indonesia,270
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ANDIK VERMANSAH,11/23/91,34,Indonesia,1840
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ARAPENTA LINGKA POERBA,11/1/98,27,Indonesia,187
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ASEP BERLIAN,7/11/90,35,Indonesia,1243
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,BRAIF FATARI,4/9/02,24,Indonesia,268
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,CHRISTIAN FRYDEK,2/1/99,27,CZECH REPUBLIC,895
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,DANIEL ROCKEN SAPUTRA,4/5/99,27,Indonesia,525
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,DEDI TRI MAULANA,6/27/99,26,Indonesia,609
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,EVERTON NASCIMENTO DE MENDONCA,7/3/93,32,Brasil,1898
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,FEBY EKA PUTRA,2/12/99,27,Indonesia,592
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,KOMANG TRI ARTA WIGUNA,1/24/01,25,Indonesia,1526
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MANDA CINGI,5/29/93,33,Indonesia,457
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOH. SIDIK SAIMIMA,6/4/97,29,Indonesia,684
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD BAGUS NIRWANTO,5/3/93,33,Indonesia,1800
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IQBAL AL GHUZAT,2/17/99,27,Indonesia,462
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,OBET CHOIRI,12/21/94,31,Indonesia,526
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RAHMA NICO,7/14/00,25,Indonesia,328
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKY DWI PANGESTU,4/9/99,27,Indonesia,106
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RUDI N RAJAK,8/2/99,26,Indonesia,1743
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,SHOLAKHUL FIKRIL MU’ADDOM,10/26/03,22,Indonesia,6
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,TAUFIK HIDAYAT,12/16/99,26,Indonesia,522
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,VYTAS GASPUITIS,3/4/94,32,Lithuania,810
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,YOEWANTO STYA BENY,4/3/93,33,Indonesia,537
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ALFIN FAIZ KELILAUW,2/18/06,20,Indonesia,1748
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,DHECO HARI ZACKY,2/21/05,21,Indonesia,838
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD IKRAM BUTAR BUTAR,10/29/06,19,Indonesia,0
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Raihan Utama,4/24/06,20,Indonesia,860
GARUDAYAKSA FC,PEGADAIAN CHAMPIONSHIP 2025-26,Rygan Dio Pramudya,11/21/05,20,Indonesia,12
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,AGUNG PRASETYO,12/22/92,33,Indonesia,2154
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,AKBAR FIRMANSYAH,6/1/02,24,Indonesia,2113
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,APRIANTO,10/22/98,27,Indonesia,1429
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,ARIF SATYAYUDHA ALKANZA,5/16/98,28,Indonesia,1031
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,BAYU MOHAMAD FIQRI,1/13/01,25,Indonesia,1656
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,DIMAS SUKARNO PUTRA,7/20/00,25,Indonesia,2413
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,FELIPE RYAN ALVES SILVA,4/28/97,29,Portugal,1290
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,FIRMANSYAH,2/10/97,29,Indonesia,757
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,GEVIN ENGELBERT SIMOPIAREF,1/24/03,23,Indonesia,90
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,"GUFRONI AL MA&rsquo,RUF",7/19/97,28,Indonesia,1253
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,Ifan Izdihar Iyananda,11/21/03,22,Indonesia,0
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,JOVAN AFFAN AL GHONY,4/13/00,26,Indonesia,45
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,JUAN PABLO MORALES RENGIFO,2/19/98,28,Colombia,1200
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,KUSHEDYA HARI YUDO,7/16/93,32,Indonesia,766
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,LA SAMI LA ODE NAIDI,10/5/03,22,Indonesia,16
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MARIUS AHOREN,5/11/03,23,Indonesia,97
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOCH. IBNU HAJAR ALHAITAMI,6/28/98,27,Indonesia,2334
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOH. YUDHA,11/30/03,22,Indonesia,269
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD HAYKAL ALHAFIZ,3/24/01,25,Indonesia,486
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ANDY HARJITO,9/27/01,24,Indonesia,563
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FERDIANSA,2/5/02,24,Indonesia,45
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,PATRICK DOS SANTOS CRUZ,4/1/93,33,Brasil,1757
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,PUALAM BAHARI,5/11/02,24,Indonesia,91
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,SYAEFUL ANWAR,12/1/94,31,Indonesia,91
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,TAUFIQ FEBRIYANTO,2/12/97,29,Indonesia,528
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,TRY HAMDANI GOENTARA,1/3/94,32,Indonesia,2070
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,ALFATH DIAZ ARDHIKA,1/23/06,20,Indonesia,507
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,DIFO PRASETYA,1/14/06,20,Indonesia,5
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,FAHRI AKBAR ROMADHON,10/27/05,20,Indonesia,223
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,HUSEIN AKBAR AL FAUZI,2/18/05,21,Indonesia,0
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,JOINER KARETH,7/7/06,19,Indonesia,0
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,Muhamad Ragil,5/8/05,21,Indonesia,1793
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,RANGGA DWI LESMANA,4/30/06,20,Indonesia,2
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,SAIFUL ARIFIN,5/13/05,21,Indonesia,56
KENDAL TORNADO FC,PEGADAIAN CHAMPIONSHIP 2025-26,YULFIKAR MANSUR BAYUAJI,2/25/06,20,Indonesia,17
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,ADHE OWEN,7/4/98,27,Indonesia,990
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD IHWAN,3/27/93,33,Indonesia,360
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,ANDIK RENDIKA RAMA,3/16/93,33,Indonesia,1641
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,ANTONIUS FLORIDO TUNA,1/17/02,24,Indonesia,453
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,ARSYAD YUSGIANTORO,7/11/96,29,Indonesia,412
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,BAGUS PRASETIYO,7/29/97,28,Indonesia,630
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,DANDI MAULANA ABDULHAK,6/17/98,27,Indonesia,736
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,DIMAS FANI FIRMANSYAH,5/18/00,26,Indonesia,1620
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,EDUARD ROCKY MANDOSIR,3/31/04,22,Indonesia,1451
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,FAISAL RAMADANI,10/16/05,20,Indonesia,628
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,GENTA ALPAREDO,10/7/01,24,Indonesia,1046
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,HAMDI SULA,11/3/97,28,Indonesia,798
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,I GEDE SUNU JYESTA WIBAWA,4/28/02,24,Indonesia,124
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,INDRA LESMANA SUTEJA,6/6/00,25,Indonesia,260
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,IURI BARBOSA DA SILVA,3/23/96,30,Brasil,2250
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,LALU MUHAMMAD RIZKI,2/5/04,22,Indonesia,270
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MOCH. KEVY SYAHERTIAN,6/23/99,26,Indonesia,1396
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD REZA ZUHRO USSURUR,1/2/04,22,Indonesia,249
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD MADRID AUGUSTA ISKANDAR,8/9/06,19,Indonesia,217
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD MUKHLIS,11/4/94,31,Indonesia,563
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD SURYA MAULANA,7/9/01,24,Indonesia,1480
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,NUR FAJAR PRATAMA,5/31/07,19,Indonesia,627
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,PEDRO MIGUEL SERRA MATOS,2/19/97,29,Portugal,714
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,RAMADHAN YUSUF FITRA AL AKBAR,10/7/05,20,Indonesia,0
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,RIKI DWI SAPUTRO,2/20/95,31,Indonesia,1345
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,SONI SETIAWAN,4/10/93,33,Indonesia,641
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,SYLVAIN JUSTIN ATIEDA,2/29/96,30,France,631
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,TAUFIQ,11/29/86,39,Indonesia,1564
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,DIRK LUKAS AURI,1/26/06,20,Indonesia,195
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,fedly damara,2/5/06,20,Indonesia,609
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,iqbal maulana ahmad,3/7/06,20,Indonesia,412
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,JORDAN OKTOSERFIANUS SETTE,1/4/05,21,Indonesia,0
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,MARCELL MAMBENUK RUMKABU,2/9/05,21,Indonesia,90
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Khoirul Amin,1/2/05,21,Indonesia,95
PERSEKAT TEGAL,PEGADAIAN CHAMPIONSHIP 2025-26,NATHAN ARI PRAMANA,8/3/06,19,Indonesia,298
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,ADAM MAULANA,3/26/97,29,Indonesia,1269
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,ARYA PUTRA GERRYAN S LAWOLO,10/24/01,24,Indonesia,408
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,DANIEL GONCALVES,3/4/96,30,Brasil,2297
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,DIMAS JULIONO PAMUNGKAS,7/31/04,21,Indonesia,778
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,HENDRO SISWANTO,3/12/90,36,Indonesia,1643
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,HERWIN TRI SAPUTRA,1/10/91,35,Indonesia,739
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,INDRA RIANTO,1/7/02,24,Indonesia,1398
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,JHON EDY MENA PEREZ,6/6/97,28,Colombia,1418
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,LUAN SERGIO NASCIMENTO DIAS DE ALMEIDA,8/18/94,31,Brasil,1507
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOCHAMAD ADAM MALIK,12/18/99,26,Indonesia,733
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD DUTA ATAPELWA,1/28/01,25,Indonesia,76
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD ZAENURI AZHAR,3/16/02,24,Indonesia,781
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FARDAN AZMI HARAHAP,3/5/00,26,Indonesia,868
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD HAMBALI TOLIB,6/20/00,25,Indonesia,1758
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD YOGA WAHYU PRATAMA,6/25/03,22,Indonesia,836
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,Rabbani Tasnim Siddiq,5/26/03,23,Indonesia,85
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,RAFIUD DRAJAT,7/15/99,26,Indonesia,1633
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,RAFLI MAHREZA,1/1/97,29,Indonesia,1419
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,RISQKI PUTRA UTOMO,11/5/98,27,Indonesia,1871
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,TITAN AGUNG BAGUS FAWWAZI,6/5/01,24,Indonesia,588
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,Deva Naufal Ahnaf,11/20/05,20,Indonesia,127
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,HAIKAL RIHKA RIZA,1/1/05,21,Indonesia,372
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUH. SADEWA,5/30/06,20,Indonesia,836
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD TEDJA KUSUMA ARYATAMA,9/16/06,19,Indonesia,400
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD AFFANI UBAIDILLAH,7/11/07,18,Indonesia,658
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,Rifky Tofani,2/22/06,20,Indonesia,21
PERSELA LAMONGAN,PEGADAIAN CHAMPIONSHIP 2025-26,WILDAN HANIF MUMTAZ,11/14/06,19,Indonesia,163
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL RAHMAN,1/30/88,38,Indonesia,1480
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,ADRIANUS DWIKI ARYA POERNOMO,5/1/00,26,Indonesia,392
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,AED TRI OKA,10/6/97,28,Indonesia,1227
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,ARSA RAMADAN AHMAD,10/31/03,22,Indonesia,410
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,BENI OKTOVIANTO,10/23/98,27,Indonesia,914
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,BINTANG ARRAHIM,5/1/04,22,Indonesia,1801
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,BRYAN CESAR RAHMADHAN,3/16/93,33,Indonesia,286
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,DANU AGUSTA PRATAMA,8/25/04,21,Indonesia,12
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,DENNIS DIAZ HIMAWAN,1/28/01,25,Indonesia,37
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,DWI GENO NOFIANSYAH,1/19/01,25,Indonesia,1736
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,GUFRAN,6/24/04,21,Indonesia,7
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,Havizd Fauzan Muzaki,1/12/02,24,Indonesia,1181
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,JONATHAN ARYA PRAWIRA,11/5/02,23,Indonesia,32
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,KODAI NAGASHIMA,1/26/98,28,Japan,2154
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,LORENSIUS AMANAT SABDA,1/14/00,26,Indonesia,2098
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,Mahyu Danil Reza,3/14/04,22,Indonesia,363
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,MICHAEL ARYAPUTRA SINGGIH,8/10/97,28,Indonesia,149
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUH AJI KURNIAWAN,7/1/00,25,Indonesia,181
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Ilham,4/25/03,23,Indonesia,716
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RIZKI KUSNI ADMOJO,12/27/01,24,Indonesia,0
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,PANCAR NUR WIDIASTONO,4/5/00,26,Indonesia,1339
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,REZA PAHLEVI,8/29/01,24,Indonesia,1024
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,RICAL VIERI,9/30/00,25,Indonesia,1061
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,RISHADI FAUZI,7/4/90,35,Indonesia,224
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,SHOKHRUKHBEK KHOLMATOV RAVSHANBEK UGLI,3/16/93,33,Uzbekistan,1282
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,TAKUMU NISHIHARA,7/17/92,33,Japan,2304
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,Valda Uzlah,12/20/03,22,Indonesia,1094
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD ALFARIZI,6/27/06,19,Indonesia,0
PERSIBA BALIKPAPAN,PEGADAIAN CHAMPIONSHIP 2025-26,ANGGI PRASITO,7/24/05,20,Indonesia,157
